MIMAT0022259,MIMAT0000071,MIMAT0005880,MIMAT0030987,MIMAT0003240,MIMAT0018978,MIMAT0019776
9.392,0.262,0.879,2.709,7.972,1.34,5.738
9.747705526,-0.827509755,-0.827509755,7.425238153,-0.827509755,-0.827509755,10.49475459
9.069,2.983,-4.112,1.843,8.601,1.785,5.914
12.229,4.323,7.668,2.77,6.914,-3.202,6.013
11.4,0.926,6.985,-2.689,8.087,-2.689,5.691
14.33123391,6.880705564,10.38243669,6.562025056,4.148699575,-0.232946618,9.747153209
10.81292709,3.477252421,6.606387327,2.727130198,7.533444789,0.057828565,6.528177206
13.92969692,6.600447834,10.11432152,5.794370372,5.479437792,3.068481964,9.760351376
10.709,-3.333,3.795,2.068,7.603,-3.333,6.107
12.00973711,4.192866736,7.074181035,2.129228359,7.555375958,2.25083841,6.38297592
11.687,3.052,6.406,3.107,8.06,1.501,6.079
10.59684323,1.738184461,5.647255297,1.55015078,8.377749215,-4.661315333,5.819928213
12.2524853,2.213904516,7.642081156,2.924775049,7.290316346,-2.978178957,6.605552492
14.98400986,7.7613865,10.31395735,7.803178105,5.069027062,1.27918863,9.766146851
9.432,3.216,-3.052,3.153,7.764,2.119,6.09
13.64186838,6.216372569,9.176864883,5.073755427,5.012199365,-0.897790695,8.787159612
15.4804236,7.085282568,11.31412115,7.893984703,6.34758515,0.812570026,10.4706694
14.34985569,7.254585136,10.72079084,7.536192963,5.21102176,2.334215414,10.26368401
14.00537947,7.062571599,9.950120102,6.687798642,5.806572388,2.792400904,9.7800307
10.82605092,4.995041073,8.16511632,5.935392885,6.639309868,7.872412355,8.312136433
14.38304622,7.124497165,10.42463126,6.500034597,4.98429358,0.319072988,10.05018241
11.58140037,4.344908354,7.412307983,3.325066678,6.823476564,1.200183281,5.427757264
13.09,4.728,8.5,-1.276,7.107,-1.276,6.907
9.546,3.376,2.675,-2.468,7.348,3.199,5.84
12.058,4.583,7.842,2.166,7.567,2.277,6.37
12.349,4.394,8.371,-1.381,7.976,-1.381,6.431
13.83013301,6.206898139,9.872749739,6.214152322,5.969465068,2.697207115,9.446447238
14.79612423,6.961096268,10.77721904,6.532126314,5.470534022,-0.113504357,10.03125802
12.41860194,4.819835988,8.168089517,2.576002424,8.00297707,2.58341349,6.379202537
14.794983,7.855867354,10.78728065,7.225100843,3.443100849,1.405186867,10.08624488
10.44,3.789,4.523,3.105,7.299,-2.614,5.922
10.623,-1.509,2.743,1.739,7.951,1.673,5.714
14.78093978,7.404668005,10.2977584,7.308891972,3.209841471,5.072770763,10.21463435
9.653233992,1.91967565,5.27034115,3.392939559,7.453633795,2.30110488,6.01668768
14.35075086,6.189463832,10.39151074,7.181451026,5.480279782,-0.150722078,9.898093624
8.063026448,-2.183747649,3.437447136,7.003579954,3.356783758,-2.183747649,9.429625801
13.62688483,6.295049539,9.76262804,6.635155937,-0.501960801,-0.501960801,9.441825057
12.195,4.532,7.813,3.188,7.484,-2.322,6.744
8.942779829,-1.179381898,-1.179381898,7.438095626,-1.179381898,-1.179381898,10.20098766
11.139,3.858,6.65,2.563,7.57,-0.81,6.179
14.58687623,7.071107075,10.34648936,1.049994435,3.527255557,1.049994435,8.636821641
10.363,2.279,1.272,2.102,7.229,2.127,5.878
8.967,2.895,2.152,2.482,7.272,2.012,5.287
9.763433993,2.557393498,3.9715633,0.647222221,7.414748783,1.384688406,5.561225564
14.63650812,6.886514062,10.71482749,6.495897358,5.475789333,-0.238713099,10.36715062
10.687,2.749,5.725,3.103,7.788,2.371,6.03
8.95,-3.582,-3.582,2.538,7.568,-0.679,6.081
14.49359203,7.301431276,10.25464721,6.680604059,0.516999665,0.516999665,9.666041647
15.04816582,8.576233661,10.84155829,7.35005022,6.746862027,1.689450602,10.27267166
14.20866955,6.766138867,9.613134182,6.73393741,5.529472868,2.342172147,9.764990223
11.194,3.626,6.878,2.332,7.841,1.433,6.402
11.21871298,3.683774622,6.654470858,2.942680658,8.169223128,2.660969684,5.867526289
12.66768719,-0.55609958,8.457124151,3.582985259,4.386171484,-0.55609958,8.600842388
11.64,4.552,7.309,2.022,8.618,-3.166,6.284
14.73938736,6.993959159,10.47033231,5.404063632,4.01033668,0.570492169,9.784305128
11.459,-2.821,2.003,-0.679,7.516,-2.821,6.015
10.596,2.386,1.275,-2.48,7.762,2.267,6.279
13.91578868,5.835833272,9.65687267,5.301892706,3.414096467,-0.58706894,8.863713855
11.82500071,4.220250288,7.098264445,-2.415530097,7.247301089,-2.415530097,6.320275019
8.668,-3.491,-3.491,2.898,7.2,-0.069,5.594
8.186272038,-1.382602359,2.239522301,7.677616652,-1.382602359,-1.382602359,10.00405716
13.76374473,6.696264315,9.540027766,6.230391578,5.869649853,-0.754444143,9.395439643
10.29594605,6.366410961,-0.005099724,3.754818278,5.955914984,-0.005099724,6.893503054
11.3309382,3.331664789,7.118293835,3.769683307,7.092262439,2.065926595,6.4158096
13.03101414,6.142916761,8.937526435,0.423084464,3.899065347,0.423084464,8.999446694
9.189908761,-4.675359587,3.12772418,2.291530993,7.616879672,3.534356364,5.778456204
13.79308099,5.134616589,9.699431097,6.46577154,5.289209048,-0.531843056,9.701374917
12.39393163,4.472686939,8.579654855,4.168986049,5.199251461,2.251679193,8.315921038
13.79284209,6.04191475,10.10375252,6.505818342,5.055913262,-0.745896348,9.701222278
14.73248312,6.816604467,10.7221937,0.364834412,3.77647578,0.364834412,10.07528999
14.83212619,7.922876877,10.98940515,6.044015951,2.407472338,2.716396242,10.02681282
10.102,2.106,2.152,2.701,7.693,0.628,5.626
12.89540141,6.465098137,8.440689153,-0.837824211,5.580369926,-0.837824211,8.238881946
11.401,1.545,6.129,3.59,8.176,3.217,6.409
12.17543666,3.613783851,7.759811057,2.879872683,7.020125403,-3.003586685,6.672527137
14.39832566,6.824478159,10.33456976,5.971200292,5.531738072,1.080276914,9.481450544
9.533,2.19,0.888,2.264,8.42,2.324,5.653
13.32127646,7.093746022,9.203636819,2.909564486,5.021459687,0.002946425,7.483053286
13.78198976,6.544651016,9.81628428,6.404459305,5.522700446,-0.189029476,9.366031947
13.64595866,5.906906873,9.520094081,4.619013133,5.925457715,3.635439614,8.482659708
13.78259847,6.301791383,9.207240408,4.771016544,4.910342577,-0.835596881,9.481519477
8.375161313,-0.728614874,-0.728614874,7.398940907,-0.728614874,-0.728614874,10.64847403
9.74036383,3.251705234,7.073151332,5.36585573,4.830648354,-1.553815011,7.023112204
14.12925194,6.685978512,9.923405905,6.678236608,3.814272477,-0.209050306,9.738540436
9.756,2.894,-3.149,2.183,7.797,-3.149,5.777
13.72873009,6.090693307,9.705952849,5.028635201,5.446670604,3.46472656,9.346669906
12.198,3.93,7.865,4.331,7.527,-0.132,6.504
8.782965216,-0.962169953,-0.962169953,6.614789406,-0.962169953,-0.962169953,10.26813604
15.82877482,7.963840762,11.3060832,6.6599007,6.797414069,4.969459154,8.640773716
13.47960301,5.832426691,9.412924826,5.178377791,5.257043162,-1.094310991,8.919664261
13.79807308,6.900196449,10.14909055,6.780825723,4.895676254,-0.350065123,9.718974632
14.13625088,6.334147252,10.06213692,5.586148169,4.248091964,-4.08e-05,9.499697403
11.533,4.52,6.976,2.596,8.058,2.878,6.004
9.996,4.224,3.428,-1.891,7.039,1.125,6.479
13.80752874,6.269104687,9.933736377,6.897237515,4.803759054,-0.327461711,9.366577584
13.49439747,6.06308141,9.604229914,4.592242067,4.654453453,3.46084495,9.024166955
8.564378376,5.036542998,4.18162462,-0.783228037,5.208935066,-0.783228037,6.523995515
11.442,3.225,7.296,3.113,7.744,-0.244,5.857
13.70165101,6.356840509,9.350370521,6.125141261,5.688045281,4.027188047,9.270481115
9.975206678,-3.609300845,5.680710335,2.182645858,7.56872384,3.992217428,5.820713005
9.858,-2.643,1.378,0.235,7.561,2.846,5.987
9.072619418,4.327419433,3.60116743,-1.775339675,5.505778692,-1.775339675,5.64582142
10.938,3.482,6.521,1.696,6.997,1.344,5.979
13.66240241,5.996987393,9.391763262,5.754252376,5.735755318,-0.813566355,8.850249398
11.407,3.575,7.37,1.839,7.852,-2.914,6.126
14.32357601,6.220901361,10.38982646,6.371512191,5.706919782,3.630532574,9.973041833
13.12230899,4.579881008,9.623197447,0.722849187,5.758299494,0.722849187,8.083905789
11.747,2.675,7.097,-1.219,8.15,-3.085,6.143
10.974,3.503,6.704,3.278,7.44,1.932,6.017
14.91202994,7.130353578,10.58167686,7.606162352,5.778553301,0.456488758,10.47293576
7.769080734,-2.250949788,-2.250949788,5.896089858,-2.250949788,-2.250949788,8.913459885
14.23370843,6.964371564,10.22927523,7.580547669,6.375955832,-0.175492304,9.898750447
9.988143666,2.933597901,5.733396558,-0.044688731,7.390744577,-3.699324759,5.661558902
12.263,3.483,7.956,0.727,7.725,1.929,6.908
13.4813602,4.96144937,9.188927862,5.034312015,2.683759479,-0.940485522,9.406970466
7.507,-4.747,1.241,2.073,7.54,1.633,5.144
10.98,4.424,6.813,0.296,7.434,-1.971,6.662
9.944,2.602,2.838,2.745,7.724,0.802,6.08
14.48270324,7.436360297,10.51111033,6.562494846,5.660918896,3.201988641,10.1119433
12.16547868,3.531262997,7.15595714,-3.11169279,7.464623401,-0.3224313,5.932913287
10.022,2.725,3.065,-3.108,7.798,1.643,6.062
11.165,2.131,5.897,1.736,8.17,3.268,6.012
10.48,1.842,3.83,-3.017,7.812,-3.017,6.025
11.02462116,2.524569712,5.737123797,1.821125151,7.829067639,1.801881773,5.843246033
9.614,2.721,-2.531,-2.531,7.193,-2.531,5.735
9.845374774,6.251512345,6.192097645,5.611494181,5.744135842,0.745008411,7.08845304
12.99917913,6.064637164,8.276079111,3.39949188,3.666347082,-0.081909111,8.980431609
13.88383335,6.234325718,9.787697432,5.514449462,-0.247866396,2.870566426,9.403599741
10.366,4.268,0.994,3.705,7.798,2.875,6.698
13.22728821,5.90616595,8.842668769,5.052348696,4.455538342,2.373884548,8.745161184
11.714,4.092,7.458,2.604,7.733,-3.448,6.248
12.714,3.823,7.822,1.562,8.181,-2.032,6.832
8.366,3.25,3.07,3.33,7.491,-3.516,5.58
11.59270757,4.020231492,6.597419616,3.834122909,7.828873231,-3.820857893,6.882627073
11.47712665,2.143524916,6.876678416,2.679227012,7.497436186,-3.669095626,6.243129806
14.33917917,6.721960386,10.00904286,7.279987258,6.404317848,4.577294304,9.225347682
10.824,0.218,6.051,1.765,8.37,-3.118,6.214
10.716,4.053,6.367,3.313,6.616,1.577,6.266
9.767614655,2.421920374,5.152660398,2.847173555,6.568854397,-2.969143822,5.708608449
11.45,2.61,0.709,2.744,8.107,-0.318,5.894
9.680718905,3.28329006,7.586976387,5.566069912,5.816965445,6.662039645,7.93629404
12.3469227,5.832769535,9.912523909,1.082310862,6.019720309,1.082310862,6.911095044
9.734,-2.038,-2.038,-2.038,7.565,2.518,6.275
14.07575012,5.899929759,9.830612799,4.2120548,5.761923179,-0.349460242,9.509782454
10.19288807,1.02502575,5.118847061,-3.619230299,7.156773357,3.365853042,5.858101429
9.068,1.365,1.977,3.058,8.11,2.773,5.923
10.511,1.548,4.021,2.071,8.728,1.35,5.42
9.396975404,-0.68058641,-0.68058641,8.216243454,-0.68058641,-0.68058641,11.02324173
14.37972761,6.610954709,9.998411979,6.133297924,5.174559143,0.294067803,9.263436465
8.523,2.893,3.615,1.442,7.175,-4.053,5.379
8.797,1.172,3.63,2.034,7.476,2.189,5.391
9.451,3.116,-3.302,3.154,7.309,1.75,5.777
9.939121278,1.534202589,4.407882428,2.500149011,8.39442138,1.662414416,5.679253564
9.568529914,-0.025855196,4.485166103,3.068847933,7.848773068,1.022294158,5.467066017
9.796933694,5.018125645,4.676213141,4.242974213,4.025232247,-1.297950327,7.338302504
9.036427024,3.891330984,4.625966587,1.388832343,6.757099008,1.18511542,5.281927641
9.642,1.616,-2.744,2.489,7.69,2.261,6.096
10.676,1.693,3.917,3.367,7.671,-3.766,5.886
14.45505948,7.097254771,10.5141254,5.94988723,6.328026414,1.125758312,9.969426757
11.552,2.596,7.2,2.742,7.739,2.949,6.249
11.83507912,4.188320136,7.780460747,4.643933958,6.127558193,2.897777913,7.559225796
10.128,3.521,5.452,2.914,7.387,1.267,5.63
10.5923503,5.665647322,7.39098636,6.725205372,6.331933412,8.627039766,9.000458657
10.44,0.767,0.735,2.061,8.168,-3.525,5.704
9.513,3.12,-3.381,1.938,7.955,-3.381,6.037
9.925,0.789,-0.175,1.849,8.14,1.82,5.488
11.307,4.477,6.422,0.512,8.579,-3.658,5.592
8.045671769,-1.809624908,-1.809624908,8.101708012,-1.809624908,-1.809624908,10.03597559
9.901,3.388,2.491,2.29,7.213,3.204,5.944
9.782,1.329,5.33,1.988,7.425,1.742,5.662
11.371,3.02,6.52,2.314,8.492,2.052,5.866
14.18474727,5.584524133,10.14874169,5.516688708,4.606968794,5.467809032,8.741565257
15.00805279,7.373838424,10.97442833,6.824948556,5.372035381,0.414436233,10.04681973
13.76365725,6.343912817,9.430815954,6.307355425,5.32007706,-0.89248735,9.645070516
10.149,2.764,2.709,0.416,7.845,3.13,6.068
14.92313604,7.693002955,10.90063405,7.360408696,5.314857019,1.60425872,10.49645002
11.257,3.837,6.684,2.81,7.95,-2.98,6.007
14.70316544,7.648549243,10.89330984,2.076732953,2.076732953,2.076732953,8.216934258
9.488717191,-1.234032363,4.309391291,6.48787427,-1.234032363,-1.234032363,10.00018438
10.283,2.528,1.086,2.546,7.938,1.622,5.836
10.68,-2.453,1.253,-2.453,7.801,-2.453,6.034
13.94920328,6.321641039,9.907891265,6.851857612,5.199495137,-0.53013417,9.739887292
9.918,2.983,1.875,1.94,8.06,-3.101,5.826
9.102253284,3.982986494,4.058970977,3.166299223,5.407862185,4.59947854,6.119167352
9.323,-4.678,-1.605,2.039,8.001,1.043,5.589
12.98094809,5.239082427,8.934869357,4.388437503,4.375703697,1.864797597,8.591343686
14.71730492,7.375929484,10.8724823,6.809448809,4.421754096,2.15273563,10.15246015
14.49732462,6.966616873,10.44182501,5.887928,5.476924118,-0.342979514,9.857791594
14.64612174,5.856031071,10.7823511,7.869181937,3.805593983,0.697348614,10.65222081
14.99681945,7.182389236,11.03199061,7.464870603,6.107447848,0.429053064,10.50638214
13.62297575,6.444172895,9.91228401,6.293684714,4.273781636,2.259325512,9.560132518
14.86426276,5.435206761,10.80102705,1.884100744,4.774146254,1.884100744,8.72177457
14.62185005,6.874991331,10.45561945,7.211057798,5.684541202,-0.216108401,10.22882595
14.06343581,6.194536503,9.960964685,5.865783355,4.764398507,-0.609554496,9.645939073
14.08716505,6.318227571,10.14003175,6.469993644,4.958187793,-0.366144532,9.542521492
14.11217667,6.363289698,10.34023184,6.461105924,4.272366096,0.475351215,9.617684358
12.4466856,5.120804808,8.328679146,4.378325808,3.35694756,-2.100151401,8.392434823
13.58349964,6.478561838,9.237423588,6.472425161,4.882211199,-0.701101177,8.804292073
10.178,3.323,2.875,2.874,7.602,0.638,5.9
13.84186638,6.141719107,10.15045828,6.336626507,4.127455907,-0.202432139,9.805833972
10.74,-0.261,2.313,-3.581,8.227,2.405,5.581
13.04881084,5.241103609,8.731233883,4.369196807,3.189460163,-1.107185799,8.640957291
9.766,4.315,4.249,3.36,6.699,-2.379,6.503
13.039,5.984,8.541,3.553,6.858,-0.478,6.472
10.877,2.328,5.676,-1.659,8.556,-3.112,5.787
11.534,2.992,6.889,2.104,8.409,1.104,6.191
9.419517403,2.407482732,5.015392847,1.78347033,6.306376043,-2.957409661,5.91621125
11.07280655,3.162622481,6.306471482,0.221763577,7.676526472,-3.880881538,6.010801287
7.942773063,2.919676623,2.95176652,3.405542718,7.088568687,3.244795003,5.511972339
10.32167582,3.834778928,6.434329863,-2.369372584,6.493295709,-2.369372584,5.8117342
14.30045945,0.074712973,10.32476109,0.074712973,0.074712973,0.074712973,9.083221296
12.17336302,3.686229786,7.494752934,1.223170104,7.896554885,-2.98688244,6.304882267
13.75635979,6.435456558,9.865084772,6.354997385,5.567693297,-0.849049941,9.626030366
14.09983115,6.736952086,10.15190743,3.216541402,7.415192806,-0.349060648,9.241381901
8.347172435,-1.224321173,-1.224321173,7.365816813,-1.224321173,-1.224321173,10.14257931
10.581,1.922,1.267,1.703,7.832,0.808,5.715
11.2678335,3.278222821,6.454319655,-3.425103005,7.463038546,1.509656913,5.707432197
9.892008137,-0.847517018,4.057521893,1.684286116,5.808792426,6.190570015,7.604208632
9.54,1.789,-0.134,2.596,7.395,2.027,6.012
10.76943153,2.691094428,5.932757392,-0.802529148,7.635784652,2.797075474,5.570475661
13.83060997,6.541939484,9.62033705,5.923665841,5.668726304,-0.597048715,9.405562272
14.02925124,6.47107366,9.837313125,6.603537146,5.367142563,4.686423633,9.67994368
9.492,-1.222,0.69,3.25,7.38,-2.843,6.057
14.51606111,6.871946473,10.40027994,7.164460792,-0.018004461,-0.018004461,9.931092458
13.60283267,6.228560517,9.590025961,3.772672657,4.324115813,-0.9657677,8.785289141
10.439,2.299,5.775,1.962,8.001,-3.524,5.742
10.25601052,3.138145411,5.550022978,3.120542839,7.849653447,2.364260797,5.703213008
14.18341453,6.59843035,9.873702895,5.371577031,0.221590904,0.221590904,9.439148206
13.53140732,6.107091281,9.541501516,5.858490764,5.55997607,3.547569081,8.928118467
10.251,-1.682,-2.291,3.07,7.557,0.641,6.184
14.0579782,7.276347884,9.960834354,5.658756642,6.158153419,4.285828577,9.331136586
8.761272025,-0.821627893,-0.821627893,7.192705723,-0.821627893,-0.821627893,10.42648861
13.5390201,6.155741709,9.300636556,5.635222068,4.498009806,-0.783709646,9.265961103
14.73639881,7.058811709,10.82144749,6.635756029,6.914411591,6.426114997,9.671030921
12.139,4.01,7.303,-2.112,7.92,-2.112,6.428
12.227,4.225,7.908,2.839,7.701,-1.309,6.306
10.985,3.842,-2.494,-2.494,7.966,-2.494,6.581
14.51073616,5.481786204,10.26406434,6.274548053,3.639915458,0.187751658,9.462795743
10.22029248,0.56644623,5.253820735,2.531702119,7.18824091,1.701638865,6.095104291
10.543,2.623,-2.591,1.383,7.207,-2.591,5.901
14.69806629,7.312235516,10.7316887,6.528846471,5.133355513,0.520658897,9.969317944
10.789,1.878,1.753,2.931,8.202,-3.353,5.555
10.753,3.245,1.197,1.93,8.178,-3.135,5.974
8.959192123,-1.93402159,2.738727237,7.24353082,-1.93402159,-1.93402159,9.585997711
12.124,3.941,7.72,-1.83,7.368,-1.83,6.765
9.813430418,2.71859978,5.26739608,2.000409929,6.833975576,0.561374436,5.550889036
8.895,-1.117,3.845,2.3,6.948,-4.987,5.376
12.167,3.544,8.113,-2.074,7.447,-2.074,6.519
10.737,2.407,5.734,1.374,8.211,-0.428,5.562
14.64019271,6.196726645,10.80312165,0.729086536,0.729086536,0.729086536,9.851454192
7.931,-0.836,-1.807,1.099,7.487,-3.746,5.088
10.985,1.235,2.902,-3.151,7.929,0.761,5.305
13.07445573,6.114470887,9.24184397,4.690742793,3.786720211,-0.287975597,8.756590579
12.06,4.624,7.353,0.961,7.896,-2.759,6.222
13.11125467,5.881338726,8.775636426,5.481988378,4.660338942,-1.586060309,8.934861763
11.465,4.406,7.121,3.276,7.327,3.918,6.822
13.77351179,6.293584575,9.49464656,5.533553421,5.779799042,2.95798475,9.413410761
9.407285203,2.06887205,4.477748068,2.560189043,7.235373078,1.988794799,5.438762562
13.61777758,6.136990815,9.428213296,5.99268533,4.811614422,-0.99745024,9.632745782
13.81264963,1.350146205,9.528991818,2.824431005,-0.520633425,-0.520633425,9.155796484
8.646,2.8,1.693,2.383,7.229,0.068,5.672
13.67169034,6.174817938,9.822048485,5.592611214,4.551933216,4.461235005,9.221842343
12.33909881,4.697824555,7.969684445,3.241921894,5.784816833,3.496542149,7.338525138
11.273,2.3,6.321,-2.643,8.184,-1.217,6.369
11.01048243,1.91268289,5.770227511,-4.313684985,8.271037939,1.324017412,5.810848431
14.98870874,7.386685111,10.46916262,7.64669049,6.002778428,3.199649794,10.12662678
11.795,3.946,7.447,-2.893,7.698,1.252,6.598
11.349,3.057,5.424,3.216,7.495,0.622,6.437
10.13832546,1.469679267,5.569264612,-4.772943816,8.168633229,-4.772943816,5.603133407
14.65467536,6.632107671,10.26588199,7.400714851,4.815826859,0.155303585,10.47352056
14.13441338,6.689724272,10.41980454,6.111712715,4.564844254,-0.277535174,9.51809935
10.02664512,3.745189323,5.34780943,3.505456869,7.699318121,4.255147898,6.306497855
11.863,7.362,7.282,3.113,7.636,-3.055,6.156
12.854,4.804,8.465,-2.219,7.629,1.757,6.719
11.743,3.816,7.073,1.043,8.21,-2.735,6.511
14.47205662,7.409263377,10.22096564,6.699467935,5.495290378,3.026531008,9.926314538
14.78790187,7.883413046,10.64471277,6.571614055,1.881525083,1.485113473,9.38814891
12.702,5.458,8.609,-1.551,7.052,-1.551,7.494
9.021916706,-2.765916107,3.646830911,2.016222356,6.629491904,1.541153544,5.471757488
10.269,3.555,4.253,4.007,7.626,1.586,6.894
14.54441039,6.971679332,10.51337314,6.552095382,3.728633857,0.209864583,9.884128648
10.4681044,6.480173851,0.853141306,0.853141306,6.403894965,2.581045791,6.397998302
10.68224914,1.864623382,5.43429503,2.955352274,7.752274307,0.153606508,5.856386334
9.651963491,4.095797708,7.546264288,5.843398285,5.545032606,6.088764656,8.545712791
13.49191237,6.966366255,9.480388351,4.265759381,4.200525156,-0.553565884,8.696917273
11.081,1.988,5.161,2.475,8.071,1.391,5.699
14.56082014,6.510594236,10.54769896,1.286629517,4.332752564,0.290192561,9.716416481
14.16310455,6.518321113,10.55501092,6.691263053,5.370208649,3.736530239,10.0515069
10.235,3.807,3.176,0.22,7.573,0.83,5.828
14.33675109,7.252909886,10.26900572,7.330772549,4.954018424,-0.23350376,10.1953075
14.15979211,6.7592205,9.937404307,6.128368881,4.917060129,0.95305686,9.337482335
13.80067068,6.041862541,9.484146076,6.329250592,4.65366369,-0.677980386,9.529413054
10.337,-5.491,4.572,2.488,8.49,4.29,5.75
14.31237965,6.806868227,10.76012491,6.446186424,5.769886819,0.998772697,9.783920884
8.878,0.53,0.773,1.745,7.803,-4.654,5.518
11.215,4.151,4.533,3.078,7.516,-1.368,6.85
13.29354008,5.706521472,9.240364516,5.892390823,4.686186387,0.556586662,8.896823514
11.002,4.6,3.412,-1.976,7.674,-1.976,5.768
13.57074693,6.019151175,9.342900111,5.192441715,4.533910779,2.459616511,8.859069164
9.206,3.136,4.677,2.472,7.346,-3.004,5.702
8.987,1.908,-4.283,2.011,7.581,2.311,5.866
12.478,4.814,8.155,-1.804,7.164,-1.804,6.562
10.75,-3.213,2.522,2.409,7.896,-3.213,5.997
8.115884895,-1.392322271,-1.392322271,6.740726542,-1.392322271,-1.392322271,9.818864823
15.09641306,7.925531197,11.24652997,6.536700137,6.570182392,1.603760154,10.376856
13.77400217,6.727856549,10.12709825,6.125753303,5.657094916,-0.277874224,9.868290875
9.05,0.757,1.576,2.84,7.825,2.248,5.899
14.67882724,6.621765711,10.19783058,4.85998042,5.856921123,0.025512656,8.605322138
14.14927833,6.496224183,10.285704,6.136315319,2.88493283,-0.314977131,9.824629081
9.655,2.553,2.23,3.05,7.393,-3.078,6.072
13.65489027,6.171249175,9.442673318,6.104694487,6.092657737,-0.040016331,9.504689452
11.552,3.846,6.914,3.034,7.28,-3.221,6.399
11.06881674,3.584034108,6.528560001,1.660901388,6.775610054,-0.98106054,5.966623575
14.63363489,7.039640007,10.55470901,7.059666193,6.057184236,0.188494796,9.816343629
8.273,-3.282,0.835,1.619,7.542,-2.828,5.826
14.4450594,6.424070745,10.07156348,6.559120094,5.836348842,0.153171459,9.410941565
8.813580288,-0.744527358,-0.744527358,7.970648427,-0.744527358,-0.744527358,10.21614887
13.85570516,6.202047714,9.62614514,6.367013778,5.875443983,-0.407230599,9.600000872
10.483,2.272,5.318,2.206,7.975,-3.425,5.755
14.60357628,7.80282963,11.06539404,7.272569056,6.647095956,5.310444911,10.15517912
13.10182357,5.221258633,9.122336728,4.079411554,4.090146709,-0.93074525,8.590840017
14.64484976,6.977642707,10.68831487,6.259789506,7.317749856,1.171961724,9.590866818
8.771439805,-1.877443677,-1.877443677,5.016164888,2.858193395,-1.877443677,9.407855804
9.271,-3.262,-0.783,-3.262,7.814,-3.262,5.694
10.23385847,3.692747637,5.571035252,3.85556795,5.51414121,2.726902251,7.56723213
11.61,1.552,6.399,2.396,8.04,-3.668,5.743
11.883,2.888,7.433,3.866,8.075,0.184,6.177
7.934,1.685,0.291,2.843,7.098,1.999,5.402
14.03734254,6.619442556,10.04754919,6.675596873,5.53256623,3.740634128,9.570477658
9.040546498,6.694391453,3.00944667,1.613968858,6.499619195,6.07906743,7.264914509
9.950150493,0.385326217,6.20662141,5.503249433,5.620190452,8.097865541,8.364490384
15.03608811,7.216246684,10.53266724,7.029725081,5.317950155,0.449842737,10.02441767
11.38659231,2.872916846,6.853759932,2.115983014,7.562823622,-3.67321443,6.224177673
10.487,2.289,5.478,1.512,8.191,2.363,5.569
14.42360612,6.587791603,10.43926994,6.059719169,4.966624893,0.212290351,9.868911249
15.07508768,7.711859681,11.06949885,5.779081196,6.648144263,1.428135416,10.51517043
9.725,-3.521,0.093,1.579,7.975,1.441,5.578
9.396032596,-1.511058503,4.219988303,7.07679568,-1.511058503,-1.511058503,9.878197147
9.553,1.381,3.942,3.043,8.02,-4.736,5.373
11.023,3.618,6.309,-2.9,7.786,-2.9,5.951
10.4324298,2.265583139,5.510014039,-3.589481869,7.866381046,1.047138015,6.001648191
15.2483385,7.178860919,11.00812651,7.509310261,6.83793458,0.523748676,10.59710109
14.37092936,6.054832181,10.1526767,5.809946555,0.018686734,-0.021431845,9.337773184
11.37659697,4.381737631,6.716280108,3.970538383,7.681257597,-0.114262073,6.113300196
8.453347543,1.846152934,3.373329621,1.499345327,7.076788416,-1.681099201,4.903433418
9.746318533,3.14751108,4.927210923,2.594641498,7.810231009,-3.822642123,5.711967325
8.591,1.606,-4.771,2.008,8.156,-0.269,5.039
11.93413763,5.47774618,7.380063461,5.365548392,4.367608749,-0.412841605,8.90009432
14.0593394,6.516212094,9.854000065,6.904202588,6.189265932,2.263897156,9.99821463
11.985,3.992,7.37,1.364,7.686,-2.828,6.51
14.45684914,6.996368951,10.51969481,6.877832691,6.739148855,4.20594348,10.25361878
14.32478934,5.956131745,10.25686496,5.281414515,5.688395411,1.383925269,9.613192295
10.34872621,1.485196584,5.093924015,1.27172409,8.309025402,0.997880834,5.575888487
15.1260652,8.356678842,10.6656905,7.055546106,6.8551251,4.736744095,10.16196755
10.48333567,5.595556081,4.829324071,0.581372133,5.501825591,2.910143027,7.215905457
11.75100027,3.976794109,7.239139276,3.359982721,7.418459151,2.506781074,6.322948154
9.883621403,-0.899096046,5.816360736,5.644143745,5.79276628,6.212201191,8.537464085
11.832,4.443,7.425,2.223,7.63,3.773,5.985
14.64216378,6.668207217,10.41374733,1.670890945,6.307641899,1.670890945,7.504081827
13.62879622,6.259094816,9.908980775,4.604202867,5.825998572,4.048422567,8.682333574
15.332019,7.766206882,11.60423596,5.874790523,3.093930454,2.152592478,10.09060161
9.666886036,4.057980583,6.061617421,1.265259167,3.365996906,1.265259167,6.316246034
14.5985357,6.795950451,10.46007681,6.836489689,5.818409627,-0.146401106,10.16021105
11.091,3.397,6.676,-2.956,7.621,2.71,6.547
10.62,-2.977,3.91,1.866,7.736,1.217,6.17
13.88146181,6.522518723,9.612279853,6.008626353,5.375992764,4.165584211,9.475132811
14.42691913,6.625397115,10.11647415,6.002607495,6.650479423,3.859226982,9.902983343
10.70326884,3.586875745,5.793634913,2.845440814,7.156223274,-3.500613015,6.013589691
8.39644983,3.615656067,4.647764607,3.351035723,5.107876357,-1.359082552,6.044292138
7.267,1.982,-4.65,2.827,6.848,2.218,4.99
