MIMAT0022259,MIMAT0000071,MIMAT0005880,MIMAT0030987,MIMAT0003240,MIMAT0018978,MIMAT0019776
11.709,2.301,5.935,0.886,8.26,0.169,5.674
8.43,0.808,0.249,2.811,6.893,2.518,5.613
10.522,3.299,3.503,3.95,7.749,-2.302,5.842
14.17468352,7.011075767,9.929052126,5.414646102,5.443254224,2.302109235,8.897936032
13.8594173,3.685933321,9.63039501,6.066660715,0.392604777,0.392604777,9.038717722
11.56430312,3.144960629,6.984191048,3.30036944,7.623391204,-3.160941785,6.10544844
7.945740893,2.661998274,2.620875647,3.046857615,4.718263797,1.920732947,5.584008793
13.65130532,4.566597262,9.46727318,6.262454154,3.208815604,3.88889609,9.361373994
10.105,4.062,5.987,1.157,7.022,2.694,6.325
15.04575342,7.450183595,11.2339186,7.254752797,5.476060369,0.397907355,10.13339755
11.11,3.679,5.998,1.723,7.83,-3.301,6.139
11.403,2.643,6.068,2.469,8.394,3.247,6.355
10.34341182,2.821767218,6.336360027,2.88568515,7.095705865,2.617028173,5.95724348
8.487,0.722,-4.369,1.092,7.753,1.223,5.083
10.162,2.447,-3.006,1.028,7.573,1.699,5.941
9.66084733,2.250406115,3.771894729,-3.047345772,5.967947722,-3.047345772,5.785963064
14.66768298,6.179038997,10.78645154,7.718023265,4.999343406,5.072847461,10.33455906
10.064,3.58,3.053,2.831,7.471,0.751,6.724
14.39790612,7.316050411,10.69682863,6.411167142,4.945791551,1.018701507,9.745923633
10.134,0.687,3.168,1.818,7.905,0.011,5.483
10.84155762,1.305347268,6.345691935,1.124058419,7.812206093,1.155196539,6.086818386
11.123,2.582,5.859,2.277,8.336,-3.961,5.885
14.85771036,7.4357943,10.80927375,5.047101252,1.948901532,1.948901532,10.03372647
15.25566873,1.482916202,11.13628421,1.482916202,7.802859948,1.482916202,10.38951453
11.69674778,2.27692408,7.097637504,3.622452216,8.191017043,0.80138318,6.109898232
7.923228128,-1.015018995,-1.015018995,7.635188191,-1.015018995,-1.015018995,10.28326099
13.62110336,5.910488998,9.4375175,6.894588737,5.820914787,-0.373888482,9.493544662
13.8741565,5.548071312,9.79088371,4.150986518,5.828575062,-0.549658862,9.284334498
10.90920408,2.566657541,6.398368689,2.402844367,7.821598652,-1.386431226,5.974356832
10.517,1.975,5.612,2.004,6.841,-2.647,6.557
10.51966032,-0.300085113,5.31393918,2.51652327,7.934911867,-4.44119537,5.971324383
9.913085364,2.792521537,5.621747739,4.636403806,6.316105351,6.590914821,7.574946469
11.96373888,4.214589771,7.497537571,4.274258009,7.879006358,-2.579849815,6.491487674
11.06823817,3.262696028,7.017112831,2.066924455,6.570941328,-0.238722825,5.973868134
7.219,-5.155,-0.259,2.317,7.993,1.291,4.967
15.3249165,7.959530256,11.62843826,5.951346895,5.370515526,2.005644314,9.807289004
8.218,2.895,0.184,2.912,7.322,1.391,5.737
14.63407992,7.284918909,10.39456764,6.966808091,6.388683062,0.194537423,10.03279074
11.668,3.599,7.43,-2.079,8.687,3.773,7.0
10.255,-0.752,3.001,-1.107,7.922,-3.618,5.796
10.312,3.542,3.489,3.033,7.344,-2.083,6.353
9.236890416,1.077859808,4.692934174,3.257105783,6.783101608,0.068694055,5.43194874
9.108,2.55,3.028,-2.97,7.616,-2.97,5.662
14.24551412,6.739332802,10.0318793,7.152555369,3.27641323,-0.051544255,9.680926266
13.8798346,6.084098317,9.80225165,5.36038327,3.021933928,1.045443071,9.053812473
14.46199734,6.349257668,10.717587,7.493999544,4.960394935,0.925918453,10.00566157
9.278390304,3.66228603,4.23699591,2.535272923,6.397938069,2.393560324,5.636565567
13.68850817,6.096753782,9.374376489,6.368630534,5.591513855,-0.905220907,9.25845478
9.283695559,-1.386262716,5.364119333,7.725974508,-1.386262716,-1.386262716,10.33045611
9.114,1.421,-2.823,1.753,6.538,2.019,5.92
9.952108235,2.476354616,5.431754856,2.17183015,7.225783007,2.194785387,5.656164473
9.896,2.998,1.66,-3.507,7.654,-0.849,5.972
14.04537584,6.280185495,10.01147205,6.695520165,5.025470655,-0.504983387,9.898661886
14.27739451,6.872882645,10.06257436,6.679955779,0.137418866,0.137418866,10.00148923
10.485,0.818,3.841,2.846,7.845,0.032,5.871
10.902,2.148,-3.605,-0.262,8.111,-3.605,6.08
10.958,2.987,6.445,-3.302,7.688,1.506,6.018
14.7978201,6.76425569,10.90329851,6.166326968,6.226936859,0.212633012,10.10724491
13.06287397,5.859866695,8.840096067,-0.15429255,3.685922576,-0.15429255,9.442653317
13.67430017,5.463967523,9.804645506,4.722469984,4.299451331,-0.722177263,9.288761343
11.14948298,3.977374004,6.648221209,2.060436886,7.065984224,-3.370143342,5.95219768
8.466,-3.412,2.334,3.079,7.486,0.296,5.916
10.066,2.378,3.375,2.855,8.187,-3.542,5.884
10.79788246,3.231891704,6.566941738,2.881052231,7.202451381,-2.856090308,5.737059299
10.138,-3.4,0.927,3.003,7.631,-3.459,5.72
9.368498857,1.797679022,4.048900194,2.674878454,7.169607845,1.206678199,5.747527908
12.15,3.272,6.41,3.433,8.416,2.791,6.56
12.77354898,4.483539654,8.572770127,3.878744436,7.3194939,-1.599761167,6.904849374
15.00880079,7.515800901,10.78456946,6.799691478,11.87151147,0.931186567,10.34575544
14.66926372,6.864861495,10.72489608,7.252331499,5.511682865,5.157704776,10.39770691
10.455,3.947,3.47,1.122,8.104,1.52,6.056
13.64021061,5.139238727,9.617820701,5.123127782,4.936732087,-0.217424221,9.029003134
9.891334157,1.49709447,5.130946926,2.805928926,7.538656345,0.258273239,5.2467779
8.326,0.904,2.496,1.256,7.059,1.26,5.002
13.60803825,5.648011381,9.579619366,5.426811063,6.446652297,2.128963388,9.463455588
16.21945731,8.331444443,11.84723874,1.958380394,1.958380394,1.958380394,9.478286697
9.330102942,0.287217255,4.782637436,1.956945994,6.918169902,2.377254474,5.169302941
13.98676663,5.998502932,9.849695813,6.154642815,4.677748276,-0.714972187,9.611248246
9.784,3.442,3.076,3.054,7.154,-2.795,6.45
14.54813319,5.931662944,10.38153535,7.125441732,4.504103197,0.464148033,10.02806374
12.945,4.832,8.508,-1.147,6.611,-1.147,6.531
13.47094777,5.90079129,9.665479751,5.568065231,4.098681568,2.328266787,9.38193395
14.30520749,5.925164646,10.0858023,7.228878921,5.318083355,4.067421625,9.646051937
14.25399754,7.037336645,10.25064077,5.878706339,0.343902657,0.343902657,9.118965943
9.949,3.497,-3.198,1.922,8.102,-3.198,6.133
9.396,1.951,0.147,1.184,7.661,-3.835,5.266
14.50081207,6.70930939,10.05959617,4.888689689,6.227356288,0.460333425,9.078679764
10.08103206,-0.278600704,6.607767713,5.577146033,4.900614797,8.241063328,8.914356058
12.09814207,4.560871652,7.680836931,1.070129335,7.679560958,0.975527842,6.401307159
14.7132061,6.704602923,10.44485548,6.157710255,4.487619117,0.237154692,9.925490633
9.23,1.049,0.965,1.378,8.034,1.975,5.135
14.24245983,6.671669508,10.12719685,5.699611838,3.987185677,4.075446526,9.681084292
8.850597068,-1.031218227,-1.031218227,7.931749911,-1.031218227,-1.031218227,10.41705932
9.568561122,2.942599732,3.443143879,1.522858332,6.708212317,-3.066629331,5.205476914
10.103,1.668,2.75,-2.749,7.227,-2.749,6.087
13.51197994,6.019099898,9.664951794,6.299197824,6.559822076,-0.581197537,9.005353986
8.897,2.985,1.78,1.382,7.097,1.042,5.601
9.692566058,3.916727922,5.250461474,2.796010145,5.25390194,-0.638536689,6.996963569
10.647,-1.166,5.969,2.858,7.962,2.47,6.072
8.456582212,-1.489543456,-1.489543456,6.142992428,-1.489543456,-1.489543456,9.321958789
12.594,4.39,8.196,2.473,7.204,-1.574,6.701
9.925,-3.501,-3.501,2.805,7.815,2.282,5.661
13.96077825,5.528961399,9.97108852,6.315829154,4.413495303,2.928839516,9.538437587
10.24890033,2.749234652,5.514724106,2.124774693,7.679067164,2.969287414,6.158157588
10.976,3.52,6.643,2.187,8.147,1.932,5.902
14.91253303,7.362126977,10.85984482,7.400206903,5.841912327,0.140407627,10.46344044
9.535,2.441,2.266,0.467,7.666,-3.985,5.23
14.25449889,6.881459361,10.24165662,6.74781304,6.216609509,5.328041832,9.627459466
13.54283434,6.653396509,9.557679092,5.928545953,4.307949944,-0.909483524,9.215303805
8.415,1.804,1.416,2.593,7.476,1.296,5.003
10.77,3.903,5.995,2.876,7.701,3.388,6.964
9.257339069,2.135601581,5.08271003,2.449262015,6.859748505,2.066764933,5.606761293
7.613,1.414,-4.356,-4.356,8.032,-4.356,5.552
14.48919288,7.494362076,10.30634163,6.106801232,5.556770681,0.378863583,9.556429405
8.932,-2.439,-2.439,-2.439,6.86,-2.439,6.012
13.99045262,6.83854576,9.850445252,-0.05779488,5.998231708,1.97922179,8.971978916
11.292,3.079,6.798,2.055,7.148,1.571,5.847
9.351,3.512,2.068,2.563,7.779,2.366,6.031
14.52048707,7.124924207,10.67834886,7.026878671,6.407102456,0.055266681,10.32832345
9.635,0.413,-3.005,-2.524,7.233,-3.005,5.817
10.41252131,5.868894082,6.517307957,5.007781227,6.170986253,5.255421151,7.749132353
10.681,3.032,5.15,2.85,8.371,2.093,5.387
10.875,-1.185,2.866,1.953,8.192,1.88,5.761
10.31732319,0.759577652,7.459164171,4.326256849,0.759577652,8.295224918,8.510089988
9.030002893,-0.8460963,-0.8460963,7.512871043,-0.8460963,-0.8460963,10.21293532
13.15888578,4.842358186,8.896440381,4.95830729,4.876533546,2.970947974,8.477885135
8.869,2.58,3.088,-2.774,7.734,-0.65,5.91
11.30075113,2.521201827,6.841139907,0.833739768,6.972792374,-3.454389155,6.233006493
10.45329516,2.668306095,5.482694065,2.533700921,7.869228515,2.103646908,5.922075325
10.68425155,1.10855977,5.249166644,2.353210805,8.846709895,2.079598816,5.635381828
14.38780817,5.553580887,10.21045128,4.293119294,0.729284932,0.729284932,9.670064526
11.3307229,3.647435326,6.796917736,0.073488385,7.472195618,-2.883268065,6.314378362
13.69431394,6.426250265,9.513478931,6.314327963,4.902486483,-0.293587005,9.427258528
14.80477114,7.148749942,10.68305869,0.908072917,5.01149656,0.908072917,9.644223186
13.6066077,6.551744109,9.477447112,6.715710593,5.935242586,4.040195716,9.651830027
10.211,2.273,5.944,2.199,7.912,0.65,5.752
15.63890711,8.00443046,11.71833651,7.466513094,7.330367664,0.893128216,10.33748118
9.237559256,1.89353037,3.742380777,2.82059391,8.546818919,2.598998893,5.432305462
10.687,1.657,5.682,2.583,7.959,0.131,6.37
11.573,3.363,6.546,3.174,7.454,2.908,6.244
14.61055183,6.943290874,10.92156203,7.212737232,6.121198652,1.215719703,9.804317119
14.3407034,6.430581164,10.25805337,6.912958214,5.689422513,2.342987841,10.25850324
13.88397562,6.80717408,9.609341452,6.140678922,3.062931969,-0.48434284,9.444814668
11.73098961,4.505887087,7.153859444,1.644687163,7.845787193,-3.372632086,6.380172455
13.89417392,6.842927496,9.704672413,5.253392763,-0.221239423,-0.221239423,9.336822763
13.84653533,6.025736445,10.05500474,6.879160424,5.8800394,-0.678332585,10.11895546
15.15359516,7.303066664,10.93914569,7.761123894,4.23655649,0.973139671,10.64917765
13.14587439,5.236114211,9.073896266,4.589271224,4.684628397,-1.391549602,8.658773646
14.46358283,6.937101143,10.20350559,7.005716876,5.610223098,-0.198387281,9.610956309
10.204,3.431,0.016,2.582,7.872,2.937,5.823
10.542044,-0.964371736,-0.964371736,6.749935759,-0.964371736,-0.964371736,9.953408478
9.782424125,3.579772921,4.97689895,2.287116379,6.300131163,-3.573469479,5.573332394
8.751889815,-2.069903218,6.047942557,8.115893906,-2.069903218,-2.069903218,9.916332466
14.59216978,6.997417203,10.79254585,6.806752761,0.84893313,0.84893313,10.27254338
9.904513249,2.934773273,4.525654479,2.489687482,6.482263509,-2.80318523,5.95183936
10.962,3.088,5.617,3.134,8.108,2.637,5.846
9.942,2.739,-3.875,2.79,8.101,1.418,5.955
10.703,2.554,3.367,-3.146,7.968,1.801,5.527
11.38079596,3.360024798,6.65173357,1.901193792,8.087065762,2.533986703,6.065526841
13.8821679,6.16234657,9.607417643,6.358645681,5.440599171,4.374472559,9.367764261
10.669,3.917,3.972,2.167,7.197,-2.898,6.079
8.914,0.575,-0.502,0.52,7.601,1.793,4.957
14.13541078,7.252123389,10.7579139,7.371967294,2.136109422,3.750520882,8.797251549
12.91626521,5.335018195,8.856501749,2.822685352,6.080751988,2.247939215,7.490746186
8.595722496,-0.685477354,4.613721871,7.469085046,-0.685477354,-0.685477354,10.3233644
14.03194347,7.752742764,9.829839316,6.771521213,5.420359351,2.247238578,9.855266893
14.40787207,6.781628546,9.826124548,0.363608935,8.124921694,3.247943755,9.618828781
8.473108941,-0.675584779,-0.675584779,7.337373454,-0.675584779,-0.675584779,10.3876217
8.839525592,3.106843108,4.194904648,2.806209396,7.294220907,1.453421233,5.642919241
14.63084659,7.546538825,10.69406038,6.548281434,5.077278756,2.229443125,9.893670371
13.96686074,6.230354242,9.710300819,5.846544445,6.362798956,-0.519053471,9.143980154
9.84,4.362,1.838,-1.971,6.403,-0.579,6.236
14.05662379,7.464251274,9.846007817,5.373433319,2.983513555,0.007408418,8.79074016
11.11322382,1.42230797,1.42230797,6.098776052,6.129880615,8.601320586,9.392702237
13.93722701,5.089731438,9.885299109,5.836847777,4.878556649,-0.803701118,9.56019662
10.45618655,1.832106609,5.447265105,-4.056001146,7.651665189,0.987536575,5.477365961
9.163,0.525,4.026,3.112,7.73,-3.577,5.402
10.328,2.954,0.391,2.34,7.964,-3.382,6.058
14.18603255,6.902422803,9.946909295,6.154594734,5.411587548,-0.378564123,8.895183906
10.64329571,2.84356676,4.721615012,2.66059395,7.712605239,-0.466707525,6.013188168
14.34812504,7.01731772,10.44005935,6.188479617,6.34333474,-0.028448147,9.892477219
13.47615508,5.854974219,9.896113183,4.767441873,5.226450659,-1.099647255,9.112608647
14.23536852,0.473121499,9.950799039,0.473121499,0.473121499,0.473121499,9.161056462
11.301,3.629,6.565,2.105,8.18,-3.087,6.057
12.658,4.552,8.25,-1.449,7.102,4.011,7.123
9.111,1.89,1.147,1.809,7.601,1.333,6.033
9.78,-1.657,2.15,-4.248,8.094,-4.248,5.53
12.32261295,4.515780388,7.95513246,-2.30677963,6.987931012,-2.30677963,6.332772363
12.81284391,4.989939263,8.75911859,5.413079233,3.379665989,-1.670351463,8.60523788
9.81,-3.359,-3.359,2.131,8.096,-3.359,5.933
9.433987895,0.926088959,4.547289726,2.914892365,6.902458802,3.180229246,5.638014289
10.508,3.584,0.125,2.282,8.285,2.857,5.587
14.03330852,6.727578292,9.967654673,5.915785079,6.355611871,3.820616895,9.103422557
14.55283288,6.732907393,10.5571732,5.789728046,5.842887606,0.169990495,9.64993375
10.41409027,2.83803701,5.978488069,2.521649383,6.111501085,1.830544399,5.828397597
8.92531479,-1.509032267,4.245406461,7.858314695,-1.509032267,-1.509032267,10.12273292
10.15504706,2.608481885,5.644003077,2.447326771,7.5836103,-0.423887208,5.560449864
14.44630512,7.289142885,10.22797684,6.376063232,3.819502031,0.650052663,10.13937233
10.84,2.403,5.867,2.316,8.093,1.013,5.639
10.259,2.237,-0.714,3.206,8.176,-3.838,5.955
14.36543038,6.858925647,10.42641821,7.339255549,5.171989852,-0.074300793,10.10326652
10.067,2.74,-3.317,1.738,7.802,-3.317,5.83
10.66289694,1.547899893,5.154564116,2.557599589,8.101316378,1.366107192,5.772774686
10.295,3.393,2.263,2.866,8.114,-3.12,6.009
14.51025726,6.649968659,10.25532969,6.78402229,6.358172644,-0.538868287,10.05311626
11.441,1.744,6.759,3.53,7.836,-2.37,6.7
10.946,2.953,-3.329,-3.329,7.86,-3.329,5.861
14.29312774,8.404821918,10.34265376,6.906311325,5.654706094,-0.37604648,10.12361287
11.31182499,4.043198073,7.093869827,2.860864898,5.614573196,3.093080865,6.475854839
14.34902218,7.44814762,10.60144161,7.33506927,6.771574551,1.488084692,9.979836841
10.367,2.24,2.349,-3.552,7.913,-3.552,5.371
14.52666482,6.720313442,10.57617649,6.709347717,0.389325237,3.404150044,10.5628511
9.681,1.999,-3.699,3.308,7.868,2.763,6.318
9.5,-4.879,-0.182,2.935,8.455,2.751,5.515
13.17506692,6.229921489,9.301645839,5.289412138,4.69274594,-0.370719755,9.428782426
13.22011151,5.847393183,9.46496973,3.667028243,5.522864941,-1.606328437,8.686305173
14.75052809,6.461289222,10.29702287,0.757352666,0.757352666,0.757352666,9.60218646
14.29624653,5.934456319,10.35088921,5.811826446,4.587834569,-0.492780389,10.17331255
13.42767629,6.082790411,9.43528415,-1.243693637,4.911369051,-1.243693637,8.472504105
12.498,4.87,8.375,2.402,7.93,-1.983,6.458
10.14349175,3.530248928,7.9261587,6.590320164,5.986576434,7.449208644,9.063234874
14.12758552,6.479724044,10.25321719,7.085171634,5.592962477,-0.426626843,10.08247182
8.537232122,-0.666489139,-0.666489139,7.891654591,-0.666489139,-0.666489139,10.6567796
9.659,2.278,0.229,0.879,7.986,1.831,5.572
14.63595372,7.479396136,10.58495348,6.336005042,6.101925881,0.501571622,10.04478824
8.969298279,4.821585197,5.462508154,4.417706013,4.794350095,3.199011105,6.467474411
15.08146798,6.976584356,11.14394165,6.635292435,1.773884269,0.706738925,10.04659276
11.219,0.413,2.31,-3.687,7.977,-3.687,5.826
13.212,4.915,8.766,-0.898,7.128,-0.898,7.109
11.421,2.569,7.175,1.862,7.827,1.22,6.09
14.1210987,6.278936562,9.845904992,6.07172691,4.615849811,-0.087475184,9.420077646
10.05582835,2.387680865,5.554365992,0.582325999,7.285596302,-3.247331628,6.102746492
9.700443681,3.157040297,2.963054661,1.334589354,5.018037499,-1.590228216,6.43860858
11.849,3.446,6.577,3.041,8.12,1.931,5.985
11.75636409,4.053157685,7.112670652,2.713089949,7.553298132,-3.449539846,6.088129642
13.29143943,5.933911276,9.401047035,5.435400554,4.732152344,-0.986228281,9.345676464
10.98984075,3.101947427,6.191582089,2.507357744,6.197945607,0.357548376,5.725676589
8.849,-3.945,2.434,2.095,7.903,-3.945,5.423
9.762,-2.694,2.699,2.407,7.826,-2.694,5.944
14.59157402,6.918955811,10.28614082,5.910525086,0.155104019,0.155104019,10.11118312
15.32634445,7.579541726,11.15850535,7.300964134,4.634546489,0.254372563,10.62154395
13.71870172,4.01481185,9.432836362,5.935648198,-0.026179182,-0.026179182,9.457211694
13.85223689,6.367282755,9.948643068,3.972417216,4.83223145,4.089280777,9.255849867
14.71957154,6.682763827,11.07234036,5.968661745,4.347385385,0.0423546,9.492511891
12.8786729,5.022526588,9.034677225,5.118883371,3.948359926,2.312246846,8.565574648
11.346,2.763,6.027,-3.853,8.237,-3.853,5.577
14.06008048,5.564685927,9.926654767,6.286445374,4.117157086,-0.619321787,9.659148524
12.871,-1.418,8.311,-1.418,7.122,3.014,6.483
10.386,0.866,-3.426,-3.426,7.638,-3.426,5.788
14.25370223,7.298689195,10.03647613,7.003237823,-0.075681879,-0.075681879,9.521744793
8.832764088,-1.659381049,-1.659381049,6.501750103,-1.659381049,-1.659381049,9.56006729
14.79324937,7.330058337,10.75297815,5.301750939,6.20322553,0.31432759,9.676714351
10.30388917,3.512118055,5.575384958,-3.37111483,6.928009491,1.880140456,5.813318672
15.32072219,6.756494215,10.94200737,4.602047525,4.946724161,0.719494464,9.577998714
13.43089426,6.111079564,9.63073978,6.106617252,6.213171138,4.066996171,9.241384148
12.81852823,6.263968296,9.085659968,5.589131046,5.793337088,-1.325621196,8.76287932
9.172,1.695,1.635,1.646,7.371,0.373,5.554
11.913,3.758,7.106,3.409,7.589,-3.422,6.224
11.4332686,2.49927542,6.069628427,1.953838681,8.140224994,-4.157832574,6.032478697
13.89760111,6.499768618,9.668270522,5.814934466,5.515549933,-0.762937903,8.995303778
10.44,2.852,-3.419,0.882,7.514,-1.271,6.006
8.603,0.536,-4.404,2.027,7.68,2.478,5.723
9.56,1.102,-4.289,2.056,7.853,-1.478,5.983
11.39819803,4.265639605,6.143428201,2.785078582,7.492752604,3.477124769,6.064031399
12.92513966,5.160726131,8.983315038,4.856660312,3.862037063,-1.241705061,8.395921969
10.002,1.86,-3.658,2.408,7.91,-3.658,5.808
14.5442902,6.798691302,10.16286054,1.00735886,1.00735886,1.00735886,9.915624796
11.227,3.92,6.777,3.009,7.254,0.343,6.325
14.0089437,5.650118342,9.594384391,6.148163003,4.668095329,-0.527753818,9.410232205
12.349,2.214,7.778,2.342,7.258,-2.102,6.817
10.113,2.207,-1.921,-1.921,6.605,-1.921,6.354
9.113676866,-2.471184847,4.29583208,-3.305603476,6.332628542,-3.305603476,4.985791996
10.85925452,2.04866928,5.617492348,2.198722771,8.242610529,-4.200545012,6.011125033
9.261,-1.253,2.421,-3.541,7.264,1.32,5.38
10.715,3.336,6.188,-0.116,7.678,2.287,5.814
13.7920676,5.202040434,9.657167258,6.039526916,5.620077573,-0.409569883,9.781558552
11.02429419,3.410597457,6.760060454,1.639825543,7.48883949,-3.55918386,5.711968363
13.98142374,4.991013725,10.42054551,6.463681182,2.19263303,0.298206504,9.654003934
9.979324273,4.179585891,2.730376322,4.267722874,6.422281372,-1.61996993,6.468201276
13.44403021,5.62623773,9.468495782,6.926049587,5.201792318,4.489560648,8.813314538
8.511786569,-0.29087099,-0.29087099,6.664909786,-0.29087099,-0.29087099,10.73362183
14.52742662,7.315752496,10.52078713,7.531541885,6.929753896,1.124301066,10.06235085
9.850286863,4.269940024,3.217249172,0.250786711,5.374202256,0.250786711,6.827499804
14.58500478,7.14141155,10.6421483,6.943379122,6.71550154,3.456614828,9.969784748
10.45226987,3.519231158,5.849046067,0.184446378,6.857036443,-3.267148522,5.825210053
9.207,1.09,-2.011,2.281,7.659,-3.746,5.823
10.53,2.381,3.761,2.043,7.537,-3.455,6.075
15.38684735,8.482803772,11.35274628,7.429660403,3.647289295,1.160177732,10.32375768
14.61396838,6.524762221,10.63873892,7.093501163,5.125992059,-0.22285894,10.31734252
13.29635353,5.870169072,8.961105536,4.505334881,5.193271891,-0.963697553,8.658312151
11.592,3.798,7.123,-2.723,7.795,2.069,5.989
12.79322831,5.610308353,8.425713524,4.169210889,5.946725294,-0.704244379,9.178837948
9.393,2.261,1.285,-3.391,7.595,-3.391,5.664
14.50182221,7.080045946,10.48672858,6.565115154,5.200697155,-0.034458789,9.915141663
9.22,0.714,-1.088,1.853,7.52,1.099,5.565
