MIMAT0004502,-3.359
MIMAT0004501,-3.359
MIMAT0002844,0.501
MIMAT0002843,-3.359
MIMAT0002824,5.358
MIMAT0002823,-3.359
MIMAT0002807,4.327
MIMAT0002806,-3.359
MIMAT0001635,-3.359
MIMAT0001631,-3.359
MIMAT0005890,2.153
MIMAT0005889,-3.359
MIMAT0005873,-3.359
MIMAT0005872,-3.359
MIMAT0004591,-3.359
MIMAT0004590,-3.359
MIMAT0000232, MIMAT0004563,-3.359
MIMAT0004562,-3.359
MIMAT0004518,-3.359
MIMAT0004517,2.565
MIMAT0016907,11.150
MIMAT0016901,7.689
MIMAT0014994,-3.359
MIMAT0016913,-3.359
MIMAT0011777,3.023
MIMAT0011775,1.097
MIMAT0005924,-3.359
MIMAT0005923,-3.359
MIMAT0005906,-3.359
MIMAT0005905,5.027
MIMAT0018939,-3.359
MIMAT0019949,-3.359
MIMAT0019764,-3.359
MIMAT0019200,-3.359
MIMAT0019837,4.201
MIMAT0019204,-3.359
MIMAT0019811,-3.359
MIMAT0019358,-3.359
MIMAT0015068,2.241
MIMAT0015066,-3.359
MIMAT0019017,3.565
MIMAT0019064,7.219
MIMAT0021125,-0.813
MIMAT0021124,2.514
MIMAT0021079,-3.359
MIMAT0021046,-3.359
MIMAT0019037,-3.359
MIMAT0019981,-3.359
MIMAT0019982,-3.359
MIMAT0019980,-3.359
MIMAT0019825,-3.359
MIMAT0019725,1.873
MIMAT0026555,2.462
MIMAT0026554,1.558
MIMAT0026472,-1.203
MIMAT0022700,-3.359
MIMAT0025846,5.028
MIMAT0025845,-3.359
MIMAT0022282,1.144
MIMAT0022281,-3.359
MIMAT0022266,-3.359
MIMAT0022265,-0.090
MIMAT0027560,2.687
MIMAT0027559,3.028
MIMAT0027544,2.597
MIMAT0027543,1.969
MIMAT0027528,-3.359
MIMAT0027527,4.610
MIMAT0027512,5.435
MIMAT0027511,8.011
MIMAT0026617,-3.359
MIMAT0026616,1.568
MIMAT0032116,5.514
MIMAT0031892,-0.661
MIMAT0031016,6.582
MIMAT0031015,-3.359
MIMAT0031000,4.958
MIMAT0030999,12.677
MIMAT0030984,-3.359
MIMAT0030983,-3.359
MIMAT0002861,-3.359
MIMAT0002860, MIMAT0006778,3.151
MIMAT0000264,-3.359
MIMAT0000263,0.746
MIMAT0000231,2.536
MIMAT0000228,2.009
MIMAT0000093,-3.359
MIMAT0000092,4.420
MIMAT0000076,-0.825
MIMAT0000075,-3.359
MIMAT0004676,-3.359
MIMAT0004675,-1.805
MIMAT0004607,0.367
MIMAT0004606,-3.359
MIMAT0003233,1.438
MIMAT0003232,3.011
MIMAT0003215,0.639
MIMAT0003214,2.458
MIMAT0002878,-3.359
MIMAT0002877,3.747
MIMAT0007889,4.031
MIMAT0007888,5.958
MIMAT0006790,3.706
MIMAT0006789,-3.359
MIMAT0005942,1.717
MIMAT0005941,0.793
MIMAT0004762,7.393
MIMAT0004761,5.454
MIMAT0004694,4.500
MIMAT0004693,-3.359
MIMAT0018072,4.902
MIMAT0018071,2.126
MIMAT0017996,4.445
MIMAT0017995,-3.359
MIMAT0017950,-3.359
MIMAT0017392,-3.359
MIMAT0016921,3.843
MIMAT0015054,3.211
MIMAT0014999,0.246
MIMAT0016899,-3.359
MIMAT0018950,-3.359
MIMAT0019052,3.247
MIMAT0019966,2.372
MIMAT0019767,1.107
MIMAT0019826,4.093
MIMAT0019818,-3.359
MIMAT0018954,-3.359
MIMAT0018938,-3.359
MIMAT0019976,-3.359
MIMAT0019961,-1.503
MIMAT0019828,1.506
MIMAT0019714,0.033
MIMAT0022494,-0.225
MIMAT0022493,0.868
MIMAT0022478,-3.359
MIMAT0022476,-3.359
MIMAT0022298,-0.144
MIMAT0022297,1.521
MIMAT0019926,-3.359
MIMAT0019878,11.606
MIMAT0018986,4.891
MIMAT0019962,3.304
