MIMAT0004502,-0.737
MIMAT0004501,1.469
MIMAT0002844,-2.734
MIMAT0002843,-2.734
MIMAT0002824,5.055
MIMAT0002823,-2.734
MIMAT0002807,3.517
MIMAT0002806,-2.734
MIMAT0001635,-2.734
MIMAT0001631,7.398
MIMAT0005890,-2.734
MIMAT0005889,-2.734
MIMAT0005873,-2.734
MIMAT0005872,-2.734
MIMAT0004591,-2.734
MIMAT0004590,-2.734
MIMAT0000232, MIMAT0004563,-2.734
MIMAT0004562,-2.734
MIMAT0004518,-2.734
MIMAT0004517,-2.734
MIMAT0016907,11.426
MIMAT0016901,7.739
MIMAT0014994,-2.734
MIMAT0016913,-2.734
MIMAT0011777,1.132
MIMAT0011775,-2.734
MIMAT0005924,-2.734
MIMAT0005923,-2.734
MIMAT0005906,-2.734
MIMAT0005905,5.209
MIMAT0018939,0.982
MIMAT0019949,-2.734
MIMAT0019764,-2.734
MIMAT0019200,6.244
MIMAT0019837,3.009
MIMAT0019204,-2.734
MIMAT0019811,-2.734
MIMAT0019358,-2.734
MIMAT0015068,-2.734
MIMAT0015066,0.898
MIMAT0019017,4.092
MIMAT0019064,9.073
MIMAT0021125,-2.734
MIMAT0021124,-2.734
MIMAT0021079,-2.734
MIMAT0021046,-2.734
MIMAT0019037,-2.734
MIMAT0019981,-2.734
MIMAT0019982,-2.734
MIMAT0019980,-2.734
MIMAT0019825,-2.734
MIMAT0019725,-2.734
MIMAT0026555,-2.734
MIMAT0026554,1.630
MIMAT0026472,-2.734
MIMAT0022700,-2.734
MIMAT0025846,4.807
MIMAT0025845,-2.734
MIMAT0022282,-2.734
MIMAT0022281,-2.734
MIMAT0022266,-2.734
MIMAT0022265,-2.734
MIMAT0027560,0.941
MIMAT0027559,2.252
MIMAT0027544,3.403
MIMAT0027543,0.495
MIMAT0027528,-2.734
MIMAT0027527,4.800
MIMAT0027512,5.935
MIMAT0027511,8.095
MIMAT0026617,-2.734
MIMAT0026616,-2.734
MIMAT0032116,6.079
MIMAT0031892,-2.734
MIMAT0031016,5.771
MIMAT0031015,-2.734
MIMAT0031000,5.716
MIMAT0030999,12.351
MIMAT0030984,-2.734
MIMAT0030983,-2.734
MIMAT0002861,0.097
MIMAT0002860, MIMAT0006778,-2.734
MIMAT0000264,-2.734
MIMAT0000263,-2.734
MIMAT0000231,-2.734
MIMAT0000228,-2.734
MIMAT0000093,-2.734
MIMAT0000092,5.797
MIMAT0000076,-2.734
MIMAT0000075,0.111
MIMAT0004676,1.685
MIMAT0004675,-2.734
MIMAT0004607,-2.734
MIMAT0004606,-2.734
MIMAT0003233,0.377
MIMAT0003232,-2.734
MIMAT0003215,-2.734
MIMAT0003214,-2.734
MIMAT0002878,-2.734
MIMAT0002877,2.120
MIMAT0007889,3.973
MIMAT0007888,6.499
MIMAT0006790,4.440
MIMAT0006789,-2.734
MIMAT0005942,1.447
MIMAT0005941,-2.734
MIMAT0004762,7.164
MIMAT0004761,3.830
MIMAT0004694,2.538
MIMAT0004693,-2.734
MIMAT0018072,4.544
MIMAT0018071,-2.734
MIMAT0017996,4.731
MIMAT0017995,-2.734
MIMAT0017950,-2.734
MIMAT0017392,-2.734
MIMAT0016921,3.421
MIMAT0015054,3.463
MIMAT0014999,-2.734
MIMAT0016899,-2.734
MIMAT0018950,3.256
MIMAT0019052,5.244
MIMAT0019966,-2.734
MIMAT0019767,3.149
MIMAT0019826,4.230
MIMAT0019818,-2.734
MIMAT0018954,-0.963
MIMAT0018938,-2.734
MIMAT0019976,-2.734
MIMAT0019961,0.796
MIMAT0019828,-2.734
MIMAT0019714,-2.734
MIMAT0022494,-2.734
MIMAT0022493,-2.734
MIMAT0022478,-2.734
MIMAT0022476,-2.734
MIMAT0022298,-2.734
MIMAT0022297,-2.734
MIMAT0019926,-2.734
MIMAT0019878,12.690
MIMAT0018986,3.981
MIMAT0019962,-2.734
MIMAT0027368,-2.734
MIMAT0027367,-2.734
MIMAT0027345,-2.734
MIMAT0027103,2.248
MIMAT0026743,-2.734
MIMAT0026742,3.161
MIMAT0026641,-2.734
MIMAT0026640,-2.734
MIMAT0022698,3.382
MIMAT0022697,-2.734
MIMAT0027624,4.690
MIMAT0027623,6.555
MIMAT0027608,-2.734
MIMAT0027607,-2.734
MIMAT0027592,3.723
MIMAT0027591,5.568
MIMAT0027576,1.028
MIMAT0027575,9.235
MIMAT0004498,2.290
MIMAT0004497,-2.734
MIMAT0002840,-2.734
MIMAT0002839,2.152
MIMAT0002820,-2.734
MIMAT0002819,3.736
MIMAT0002178,1.160
MIMAT0002177,6.857
MIMAT0001627,-0.042
MIMAT0001625,0.590
MIMAT0005885,-2.734
MIMAT0005884,-2.734
MIMAT0005869,-2.734
MIMAT0005868,2.632
MIMAT0004587,-2.734
MIMAT0004586,0.448
MIMAT0004559,-2.734
MIMAT0004558,1.605
MIMAT0004514,-2.734
MIMAT0004513,-0.347
MIMAT0015049,5.493
MIMAT0015086,-2.734
MIMAT0016920,-2.734
MIMAT0016908,-2.734
MIMAT0016862,-2.734
MIMAT0015027,3.109
MIMAT0005920,-2.734
MIMAT0005919,-2.734
MIMAT0005902,0.611
MIMAT0005901,6.565
MIMAT0019021,3.405
MIMAT0018995,-2.734
MIMAT0019707,2.443
MIMAT0019977,-2.734
MIMAT0019722,3.955
MIMAT0019846,4.807
MIMAT0019943,-2.734
MIMAT0019026,-2.734
MIMAT0015033,-2.734
MIMAT0015007,0.882
MIMAT0019008,3.833
MIMAT0019053,12.653
MIMAT0021121,3.794
MIMAT0021120,2.431
MIMAT0021043,5.252
MIMAT0021042,-2.734
MIMAT0019361,-2.734
MIMAT0019813,-2.734
MIMAT0019971,-2.734
MIMAT0018990,-2.734
MIMAT0019781,2.180
MIMAT0019940,5.721
MIMAT0026484,-2.734
MIMAT0026483,-2.734
MIMAT0025858,-2.734
MIMAT0025857,-2.734
MIMAT0025842,-2.734
MIMAT0025841,-2.734
MIMAT0022278,-2.734
MIMAT0022277,-2.734
MIMAT0022260,7.064
MIMAT0022259,11.980
MIMAT0027556,1.050
MIMAT0027555,1.793
MIMAT0027540,7.166
MIMAT0027539,4.470
MIMAT0027524,4.586
MIMAT0027523,-0.160
MIMAT0027508,-2.734
MIMAT0027507,5.126
MIMAT0026613,-2.734
MIMAT0026612,5.139
MIMAT0035703,-2.734
MIMAT0031181,-2.734
MIMAT0031012,2.894
MIMAT0031011,-2.734
MIMAT0030996,12.983
MIMAT0030995,-2.734
MIMAT0030980,-2.734
MIMAT0030979,4.704
MIMAT0002856,-2.734
MIMAT0002855,3.129
MIMAT0000260,-2.734
MIMAT0000259,-0.212
MIMAT0000222,1.766
MIMAT0000104,3.891
MIMAT0000089,-2.734
MIMAT0000088,-2.734
MIMAT0000071,1.406
MIMAT0000070,3.273
MIMAT0004672,2.023
MIMAT0004671,2.167
MIMAT0004603,1.605
MIMAT0004602,6.683
MIMAT0003228,5.512
MIMAT0003227,-2.734
MIMAT0003164,1.671
MIMAT0003163,-2.734
MIMAT0002874,2.023
MIMAT0002873,-2.734
MIMAT0007885,-2.734
MIMAT0007884,5.307
MIMAT0006764,3.347
MIMAT0005956,-2.734
MIMAT0005937,-2.734
MIMAT0005936,-2.734
MIMAT0004751,2.798
MIMAT0004749,0.956
MIMAT0004689,-2.734
MIMAT0004688,-2.734
MIMAT0018068,12.695
MIMAT0018065,4.850
MIMAT0017992,5.034
MIMAT0017991,-2.734
MIMAT0015025,-2.734
MIMAT0015038,-2.734
MIMAT0014989,1.088
MIMAT0015005,-2.734
MIMAT0016872,-2.734
MIMAT0016860,2.015
MIMAT0019735,5.561
MIMAT0019218,9.653
MIMAT0018942,1.723
MIMAT0019917,-2.734
MIMAT0019067,-2.734
MIMAT0019804,0.579
MIMAT0019068,3.598
MIMAT0019207,3.189
MIMAT0018982,-2.734
MIMAT0019848,4.439
MIMAT0019791,7.789
MIMAT0019716,3.451
MIMAT0022490,2.527
MIMAT0022489,0.504
MIMAT0022473,-2.734
MIMAT0022472,-2.734
MIMAT0022294,-2.734
MIMAT0022293,-2.734
MIMAT0019835,4.810
MIMAT0019047,-2.734
MIMAT0019867,4.677
MIMAT0019692,4.149
MIMAT0027364,4.728
MIMAT0027363,4.145
MIMAT0027038,10.533
MIMAT0027037,-0.786
MIMAT0026739,-2.734
MIMAT0026738,0.052
MIMAT0026637,3.384
MIMAT0026636,3.502
MIMAT0022694,6.825
MIMAT0022693,12.864
MIMAT0027620,6.058
MIMAT0027619,5.389
MIMAT0027604,1.320
MIMAT0027603,4.615
MIMAT0027588,1.775
MIMAT0027587,2.897
MIMAT0027572,9.934
MIMAT0027571,1.327
MIMAT0004494,0.096
