MIMAT0004502,0.41008133
MIMAT0004501,3.002848501
MIMAT0002844,3.870975449
MIMAT0002843,0.41008133
MIMAT0002824,6.804926348
MIMAT0002823,0.41008133
MIMAT0002807,5.601708986
MIMAT0002806,0.41008133
MIMAT0001635,0.41008133
MIMAT0001631,10.54546323
MIMAT0005890,0.41008133
MIMAT0005889,0.41008133
MIMAT0005873,1.495979554
MIMAT0005872,0.41008133
MIMAT0004591,2.571352041
MIMAT0004590,0.41008133
MIMAT0000232, MIMAT0004563,0.41008133
MIMAT0004562,0.41008133
MIMAT0004518,0.41008133
MIMAT0004517,1.698916282
MIMAT0016907,10.56897721
MIMAT0016901,8.008706451
MIMAT0014994,0.41008133
MIMAT0016913,0.41008133
MIMAT0011777,2.567275986
MIMAT0011775,0.41008133
MIMAT0005924,0.41008133
MIMAT0005923,0.41008133
MIMAT0005906,3.22348425
MIMAT0005905,6.636480741
MIMAT0018939,0.41008133
MIMAT0019949,0.41008133
MIMAT0019764,3.502993477
MIMAT0019200,0.41008133
MIMAT0019837,0.41008133
MIMAT0019204,3.479928973
MIMAT0019811,0.41008133
MIMAT0019358,4.768292366
MIMAT0015068,0.41008133
MIMAT0015066,0.41008133
MIMAT0019017,3.971713775
MIMAT0019064,10.22400211
MIMAT0021125,0.41008133
MIMAT0021124,3.261280002
MIMAT0021079,0.41008133
MIMAT0021046,0.41008133
MIMAT0019037,0.41008133
MIMAT0019981,0.41008133
MIMAT0019982,0.41008133
MIMAT0019980,0.41008133
MIMAT0019825,0.41008133
MIMAT0019725,5.477354623
MIMAT0026555,0.41008133
MIMAT0026554,0.41008133
MIMAT0026472,0.41008133
MIMAT0022700,0.41008133
MIMAT0025846,9.032349232
MIMAT0025845,0.41008133
MIMAT0022282,0.41008133
MIMAT0022281,0.41008133
MIMAT0022266,4.179512098
MIMAT0022265,0.41008133
MIMAT0027560,3.65442753
MIMAT0027559,0.41008133
MIMAT0027544,6.494850324
MIMAT0027543,4.846480844
MIMAT0027528,0.41008133
MIMAT0027527,4.88330629
MIMAT0027512,6.500039712
MIMAT0027511,7.413620005
MIMAT0026617,0.41008133
MIMAT0026616,0.41008133
MIMAT0032116,6.353557233
MIMAT0031892,0.41008133
MIMAT0031016,7.124065856
MIMAT0031015,0.41008133
MIMAT0031000,8.738382215
MIMAT0030999,12.89623199
MIMAT0030984,0.41008133
MIMAT0030983,0.41008133
MIMAT0002861,3.296548886
MIMAT0002860, MIMAT0006778,2.948268502
MIMAT0000264,0.41008133
MIMAT0000263,0.41008133
MIMAT0000231,0.41008133
MIMAT0000228,3.290556589
MIMAT0000093,0.41008133
MIMAT0000092,8.653890086
MIMAT0000076,5.311202931
MIMAT0000075,0.41008133
MIMAT0004676,0.41008133
MIMAT0004675,0.41008133
MIMAT0004607,0.41008133
MIMAT0004606,0.41008133
MIMAT0003233,0.41008133
MIMAT0003232,0.41008133
MIMAT0003215,0.41008133
MIMAT0003214,0.41008133
MIMAT0002878,0.41008133
MIMAT0002877,5.393770272
MIMAT0007889,1.061697165
MIMAT0007888,6.067058042
MIMAT0006790,3.587244366
MIMAT0006789,0.41008133
MIMAT0005942,0.41008133
MIMAT0005941,0.41008133
MIMAT0004762,6.921430868
MIMAT0004761,5.70941746
MIMAT0004694,7.449011692
MIMAT0004693,0.41008133
MIMAT0018072,6.476991259
MIMAT0018071,3.741625569
MIMAT0017996,5.378066833
MIMAT0017995,3.358025464
MIMAT0017950,0.41008133
MIMAT0017392,0.41008133
MIMAT0016921,11.14388026
MIMAT0015054,5.782117411
MIMAT0014999,0.41008133
MIMAT0016899,0.41008133
MIMAT0018950,0.41008133
MIMAT0019052,7.670073541
MIMAT0019966,0.41008133
MIMAT0019767,0.41008133
MIMAT0019826,5.530503224
MIMAT0019818,0.41008133
MIMAT0018954,0.41008133
MIMAT0018938,4.778570796
MIMAT0019976,0.41008133
MIMAT0019961,0.41008133
MIMAT0019828,0.41008133
MIMAT0019714,4.291325673
MIMAT0022494,3.215527885
MIMAT0022493,0.41008133
MIMAT0022478,0.41008133
MIMAT0022476,0.41008133
MIMAT0022298,0.41008133
MIMAT0022297,0.41008133
MIMAT0019926,0.41008133
MIMAT0019878,12.32611811
MIMAT0018986,5.635484166
MIMAT0019962,0.41008133
MIMAT0027368,0.41008133
MIMAT0027367,0.41008133
MIMAT0027345,0.41008133
MIMAT0027103,5.559560069
MIMAT0026743,0.41008133
MIMAT0026742,3.063381394
MIMAT0026641,0.41008133
MIMAT0026640,0.41008133
MIMAT0022698,6.730704398
MIMAT0022697,0.41008133
MIMAT0027624,3.881070606
MIMAT0027623,8.039776992
MIMAT0027608,0.41008133
MIMAT0027607,0.41008133
MIMAT0027592,4.89653614
MIMAT0027591,4.921661746
MIMAT0027576,4.608960203
MIMAT0027575,8.974288818
MIMAT0004498,0.41008133
MIMAT0004497,0.41008133
MIMAT0002840,6.805920237
MIMAT0002839,5.8655324
MIMAT0002820,4.822571351
MIMAT0002819,6.084744413
MIMAT0002178,0.41008133
MIMAT0002177,8.021024409
MIMAT0001627,0.41008133
MIMAT0001625,4.476306314
MIMAT0005885,1.309641112
MIMAT0005884,3.467745896
MIMAT0005869,4.008372286
MIMAT0005868,0.41008133
MIMAT0004587,0.41008133
MIMAT0004586,0.41008133
MIMAT0004559,0.41008133
MIMAT0004558,0.41008133
MIMAT0004514,6.641403071
MIMAT0004513,4.863214095
MIMAT0015049,6.567402729
MIMAT0015086,0.41008133
MIMAT0016920,0.41008133
MIMAT0016908,0.41008133
MIMAT0016862,0.41008133
MIMAT0015027,0.41008133
MIMAT0005920,0.41008133
MIMAT0005919,4.748800719
MIMAT0005902,0.41008133
MIMAT0005901,6.935182019
MIMAT0019021,6.038111712
MIMAT0018995,0.41008133
MIMAT0019707,6.967031914
MIMAT0019977,0.41008133
MIMAT0019722,3.814260562
MIMAT0019846,5.447482295
MIMAT0019943,0.41008133
MIMAT0019026,0.41008133
MIMAT0015033,0.41008133
MIMAT0015007,0.41008133
MIMAT0019008,4.49404323
MIMAT0019053,12.18904747
MIMAT0021121,3.015366253
MIMAT0021120,6.181397181
MIMAT0021043,7.301227636
MIMAT0021042,0.41008133
MIMAT0019361,0.41008133
MIMAT0019813,0.41008133
MIMAT0019971,4.687904446
MIMAT0018990,0.41008133
MIMAT0019781,4.700290925
MIMAT0019940,6.742241019
MIMAT0026484,0.41008133
